Angle,DI,Distance
123.54475120626094,1.0131586712283482,222970.65117763623
124.73816542388631,1.3924969263583487,224903.62210000603
147.16013184508768,0.8460829291583489,198847.5333307957
125.45339713906861,1.2149781758683482,225717.5094561616
125.47789387485462,1.2933148062383482,224264.35085702594
138.17791100500853,1.2196605296183485,318980.31395404326
75.61695924078535,1.3726779884483484,318386.0254588555
123.82432098470997,1.0819800738283485,226666.8501574201
124.20100935808344,1.2536081815683482,219715.03653145293
111.92977082373291,0.36361646510834866,160101.19834162304
128.39608277532497,0.7203922292483487,220572.44008122236
124.37930560177476,1.0089607672783485,222474.0732055036
123.84897955981236,0.8834504103083485,213557.5605618397
131.24991317648298,1.719678364818349,349745.13847746863
113.77094122745403,1.7852792471483485,261070.48341602532
125.92645914273673,1.169581034198349,224313.9277439786
135.2717738263851,0.03464167703834775,215317.56130159853
124.90320292063018,1.3616433055583488,221752.40872447903
126.38418923558142,1.2206326442183486,227813.71959207006
129.91314999921653,0.6266864831483492,233094.58225969935
123.6451478333675,1.369774805688349,226486.40964041132
139.84647036811324,0.7770382629283485,346579.9998577534
111.7323768869703,2.0912169475283484,301343.6231914873
124.60312250642167,1.2877161116683489,227131.7535820167
124.56473544514984,1.2410513744683485,225548.7664949421
151.57113797855686,1.6538147702683483,315401.5471301093
