Angle,DI,Distance
121.96277570936905,0.5716883352542856,184803.0038055509
124.56073824129741,0.5433470617642859,188141.50865182056
128.86625241416536,0.019158574514286375,193066.23877651786
138.64389916482907,0.593350473124286,278837.95275915996
68.99329058346264,0.023480438474285936,299872.92615304433
121.98002863558806,0.952948605914286,178263.76374547085
122.13220366803475,0.6303464671742862,184479.0695974773
122.41963766247368,0.6604286174342855,186978.32989136098
123.41194958644907,0.5386501090642861,186170.68478158553
150.21294958227398,0.12172981028428609,159769.13222913022
121.06489272933392,0.3882657059442858,183720.609688176
121.2327851601127,0.8535302160842857,187216.3605594216
121.30341304142695,0.1795662024142861,174265.77333846744
122.69854695548511,0.6599083257742859,182287.86727206485
140.48871792164812,-0.04949774157571385,306530.73126076773
121.45165575922877,0.6328837148342856,187367.06569943373
108.30136013875027,1.5234406688942859,264858.3705819661
129.27495719053744,0.9745865716242861,261760.7539840337
153.95096470913055,1.092923442104286,277106.2471983397
122.33361605527574,0.6970978691742857,186132.51364855928
122.53599851616602,0.7933643593842854,185461.48321287878
122.24895805618957,0.8718180614142859,186063.43168093
130.7702687973192,1.1878257587142862,309624.0274828777
121.81865505017034,0.5809393436342858,180360.36685833594
122.39884029016005,0.6509387542542857,187708.4471811115
123.97050603789914,0.513116182274286,184703.1561245453
126.94136838313624,0.0127573789142863,180677.53174227494
122.09632546824652,-0.08392679050571417,141084.08706323322
120.55703294908082,0.5275817453042855,188379.70133803913
104.6500591476385,-0.27072968299571354,124087.03688002366
122.02498546896749,1.219713535924286,185985.51218070847
110.05345703672076,1.1182771646042857,224041.44308833897
122.06652001571929,0.5310708022042858,180351.2712848325
