Angle,DI,Distance
3.6375517144407037,3.794104181159042,214652.51254977068
7.555109810403141,3.4737127523690425,202189.9772970926
7.567462218709646,2.3575703561590418,100596.96672313743
18.332354966042775,1.2268522472990417,76411.24553191673
5.774257750678652,3.7518065215790424,219592.4131482284
19.610910894637364,4.599203231269042,239759.57419486568
5.218944702557031,3.9154746848290425,210416.1866041922
4.28673700766683,3.4280901730190423,201855.6730822472
4.005879777820858,4.114954277449042,211418.25552468043
5.266316960790495,4.803611305189042,215518.51204821267
4.7389315707820625,4.237184989449042,214663.45999974347
30.72702404243527,2.7483825838590414,124275.23453146173
4.536734710765938,3.6302824626990424,202928.45141672384
2.6276429009723707,4.147314201299042,211382.5872411528
4.316694806790998,4.014486956449042,207093.1568605714
4.865646547602971,3.8794133036390424,214043.69750575733
3.6195167014412113,4.466698333679043,210815.9149224475
10.396340597775817,4.747710372449042,282272.09337680886
