Angle,DI,Distance
18.332354966042775,1.226852247,76411.24553191673
19.610910894637364,4.599203231000001,239759.57419486568
3.6195167014412113,4.466698334,210815.9149224475
4.316694806790998,4.014486956999999,207093.1568605714
2.6276429009723707,4.147314201,211382.5872411528
4.7389315707820625,4.237184989999999,214663.45999974347
7.567462218709646,2.357570356,100596.96672313743
5.218944702557031,3.915474685,210416.1866041922
5.266316960790495,4.8036113049999996,215518.51204821267
4.536734710765938,3.630282463,202928.45141672384
2.9461478266121235,4.450960354999999,212227.22952997006
30.72702404243527,2.748382584,124275.23453146173
7.555109810403141,3.473712753,202189.9772970926
4.005879777820858,4.114954278,211418.25552468043
5.774257750678652,3.7518065219999994,219592.4131482284
4.28673700766683,3.4280901729999997,201855.6730822472
4.865646547602971,3.8794133039999994,214043.69750575733
3.6375517144407037,3.794104181,214652.51254977068
