Nombre,PGA,Intensidad,lat,lon,distancia
IZABA,0.065973818192,0.325505057019,15.721,-88.5977,446.358476369
QUICH,1.54905550974,2.58304031737,15.0295,-91.1445,190.660710929
CHAMP,7.64481250793,3.72490518323,14.2946,-91.914,92.9383223916
CDBOS,0.686168077493,2.00060104925,14.6241,-90.5207,212.476399365
STARS,1.26254109309,2.4367513754,14.2791,-90.3014,219.851682867
AMGGT,2.12584294287,2.80944384642,14.6314,-90.5388,211.211680554
BVH,0.901404646129,2.19575289781,14.4787,-90.4847,209.146786281
CCONS,0.586414566215,1.88823322227,14.5656,-90.4816,213.246786897
ICREY,0.861259882756,2.16316605766,14.6118,-90.5224,211.716660697
SMARC,18.8093540148,4.36889378114,14.958,-91.8023,153.439239465
ITC,1.22596598906,2.41572396117,14.6458,-90.5063,214.856884111
HUEH,2.65819518521,2.96929457,15.3162,-91.4851,198.872043552
SMP,4.45179948787,3.33813812526,14.52,-90.5556,204.361295967
CASUN,1.78052578153,2.68265299496,14.6012,-90.5076,212.543838666
ACRIS,2.20078052104,2.83422388005,14.5993,-90.5959,204.483477733
RGIL,1.26406249407,2.43761279459,14.5841,-90.4879,213.527980119
SEUNI,1.13537538881,2.36081471684,14.6109,-90.516,212.252026328
JUNKA,1.35920277376,2.48951916327,14.6204,-90.5293,211.517303007
TADEO,1.17770888459,2.3869995059,14.5854,-90.5193,210.721566905
ESCTL,7.41809717489,3.70337177741,14.3111,-90.7611,176.658544644
JUTI,0.368735656802,1.55637982897,14.2832,-89.8975,260.494211624
LSECB,5.14392698093,3.44150252747,14.608,-90.6052,204.09070865
LGUAT,1.38667966061,2.50383471164,14.616,-90.5133,212.746037489
ANTG,3.31802966687,3.12788979609,14.5575,-90.7297,190.499270844
CSTER,2.95269721462,3.04445055196,14.6035,-90.5568,208.202967662
EXCEL,1.6821068552,2.64198084746,14.5803,-90.494,212.790917876
IPRES,1.6824854846,2.64214183409,14.6436,-90.5127,214.170470231
XELA,5.56778811299,3.49813940602,14.8618,-91.5491,154.059711136
CMONM,2.14553057234,2.81603766294,14.5834,-90.5632,206.641599866
ZACAP,0.260900672291,1.30893465143,14.9716,-89.5417,320.244526795
CINGE,1.10557848084,2.34179203321,14.6121,-90.5311,210.944958591
SALAM,1.02321057885,2.28641239059,15.101,-90.3179,257.362922172
CAUST,1.656101353,2.63083614403,14.6213,-90.4852,215.553398589
COBAN,0.610404313076,1.91691217675,15.4716,-90.3767,278.585801468
VILL,2.41289542213,2.90004090861,14.5041,-90.6131,198.372851128
JALAP,0.462681667789,1.71871993554,14.6322,-89.9847,263.074194257
epicentro,0,5.133144816619415,13.7669,-92.1706,0
