Lat,lon,amp
14.5041,-90.6131,4.29182437945
14.5041,-90.6124277108,4.29328363338
14.5041,-90.6117554217,4.29474904846
14.5041,-90.6110831325,4.29622058694
14.5041,-90.6104108434,4.29769820927
14.5041,-90.6097385542,4.29918187403
14.5041,-90.6090662651,4.3006715379
14.5041,-90.6083939759,4.30216715566
14.5041,-90.6077216867,4.3036686801
14.5041,-90.6070493976,4.30517606202
14.5041,-90.6063771084,4.30668925023
14.5041,-90.6057048193,4.30820819145
14.5041,-90.6050325301,4.30973283033
14.5041,-90.604360241,4.31126310939
14.5041,-90.6036879518,4.312798969
14.5041,-90.6030156627,4.31434034735
14.5041,-90.6023433735,4.31588718042
14.5041,-90.6016710843,4.31743940193
14.5041,-90.6009987952,4.31899694331
14.5041,-90.600326506,4.32055973369
14.5041,-90.5996542169,4.32212769987
14.5041,-90.5989819277,4.32370076626
14.5041,-90.5983096386,4.32527885485
14.5041,-90.5976373494,4.32686188523
14.5041,-90.5969650602,4.3284497745
14.5041,-90.5962927711,4.33004243726
14.5041,-90.5956204819,4.33163978561
14.5041,-90.5949481928,4.33324172908
14.5041,-90.5942759036,4.3348481746
14.5041,-90.5936036145,4.33645902653
14.5041,-90.5929313253,4.33807418656
14.5041,-90.5922590361,4.33969355375
14.5041,-90.591586747,4.34131702442
14.5041,-90.5909144578,4.34294449223
14.5041,-90.5902421687,4.34457584808
14.5041,-90.5895698795,4.34621098009
14.5041,-90.5888975904,4.34784977362
14.5041,-90.5882253012,4.34949211123
14.5041,-90.587553012,4.35113787263
14.5041,-90.5868807229,4.3527869347
14.5041,-90.5862084337,4.35443917146
14.5041,-90.5855361446,4.35609445403
14.5041,-90.5848638554,4.35775265067
14.5041,-90.5841915663,4.35941362668
14.5041,-90.5835192771,4.36107724448
14.5041,-90.582846988,4.36274336355
14.5041,-90.5821746988,4.36441184039
14.5041,-90.5815024096,4.3660825286
14.5041,-90.5808301205,4.36775527877
14.5041,-90.5801578313,4.36942993857
14.5041,-90.5794855422,4.37110635267
14.5041,-90.578813253,4.37278436279
14.5041,-90.5781409639,4.37446380767
14.5041,-90.5774686747,4.37614452311
14.5041,-90.5767963855,4.37782634193
14.5041,-90.5761240964,4.379509094
14.5041,-90.5754518072,4.38119260627
14.5041,-90.5747795181,4.38287670274
14.5041,-90.5741072289,4.3845612045
14.5041,-90.5734349398,4.38624592976
14.5041,-90.5727626506,4.38793069384
14.5041,-90.5720903614,4.38961530921
14.5041,-90.5714180723,4.39129958552
14.5041,-90.5707457831,4.3929833296
14.5041,-90.570073494,4.39466634556
14.5041,-90.5694012048,4.39634843472
14.5041,-90.5687289157,4.39802939575
14.5041,-90.5680566265,4.39970902464
14.5041,-90.5673843373,4.4013871148
14.5041,-90.5667120482,4.40306345706
14.5041,-90.566039759,4.40473783973
14.5041,-90.5653674699,4.40641004869
14.5041,-90.5646951807,4.4080798674
14.5041,-90.5640228916,4.40974707702
14.5041,-90.5633506024,4.41141145638
14.5041,-90.5626783133,4.41307278217
14.5041,-90.5620060241,4.41473082892
14.5041,-90.5613337349,4.4163853691
14.5041,-90.5606614458,4.41803617323
14.5041,-90.5599891566,4.41968300992
14.5041,-90.5593168675,4.42132564599
14.5041,-90.5586445783,4.42296384653
14.5041,-90.5579722892,4.42459737504
14.5041,-90.5573,4.42622599347
14.5041,-90.5566277108,4.42784946238
14.5041,-90.5559554217,4.429467541
14.5041,-90.5552831325,4.43107998735
14.5041,-90.5546108434,4.43268655838
14.5041,-90.5539385542,4.43428701005
14.5041,-90.5532662651,4.43588109745
14.5041,-90.5525939759,4.43746857495
14.5041,-90.5519216867,4.43904919631
14.5041,-90.5512493976,4.44062271479
