Nombre,PGA,Intensidad,lat,lon,distancia
CAUST,6.14378999381,3.56855468868,14.6213,-90.4852,222.67418915
VILL,9.61538498233,3.88894611747,14.5041,-90.6131,210.734531521
XELA,45.7771513492,5.00508851368,14.8618,-91.5491,117.149085108
SMARC,222.423518148,6.13580662254,14.958,-91.8023,97.2587316197
SJPIN,6.51805470898,3.61085234826,14.5447,-90.4457,227.435454967
COBAN,1.99346569582,2.76345563857,15.4716,-90.3767,247.060933386
JUAMA,5.18494908483,3.44718418501,14.5714,-90.5286,218.609368013
LSECB,10.2486600975,3.93456869682,14.608,-90.6052,210.400858345
SEUNI,3.92308357927,3.24770459239,14.6109,-90.516,219.567393238
CCONS,1.49795729422,2.55904756465,14.5656,-90.4816,223.512479772
RGIL,3.30684170681,3.12547388039,14.5841,-90.4879,222.688228501
HUEH,26.5070523956,4.61427628598,15.3162,-91.4851,138.137047987
ACRIS,7.72508205007,3.73237640714,14.5993,-90.5959,211.428403155
TEST,3.74955529295,3.21534466854,14.6568,-90.5136,219.529725015
CSTER,4.51468813501,3.34817191339,14.6035,-90.5568,215.417875791
EXCEL,5.45305261429,3.4832455662,14.5803,-90.494,222.092866907
CDBOS,2.39917010918,2.89596053616,14.6241,-90.5207,218.987883725
JUTI,1.61972205676,2.61494849739,14.2832,-89.8975,288.315791587
ITC,2.45254274219,2.91169851529,14.6458,-90.5063,220.341659103
epicentro,0,7.362658869839042,14.7361,-92.4746,0
