lat,lon,amp
14.4447,-90.7052,3.34253069183
14.4447,-90.7038879562,3.34058430801
14.4447,-90.7025759124,3.33862538147
14.4447,-90.7012638686,3.33665377724
14.4447,-90.6999518248,3.33466935954
14.4447,-90.698639781,3.33267199187
14.4447,-90.6973277372,3.33066153702
14.4447,-90.6960156934,3.32863785713
14.4447,-90.6947036496,3.3266008137
14.4447,-90.6933916058,3.32455026771
14.4447,-90.692079562,3.32248607961
14.4447,-90.6907675182,3.32040810943
14.4447,-90.6894554745,3.31831621677
14.4447,-90.6881434307,3.31621026095
14.4447,-90.6868313869,3.31409010098
14.4447,-90.6855193431,3.31195559571
14.4447,-90.6842072993,3.30980660386
14.4447,-90.6828952555,3.30764298409
14.4447,-90.6815832117,3.30546459508
14.4447,-90.6802711679,3.30327129563
14.4447,-90.6789591241,3.30106294472
14.4447,-90.6776470803,3.29883940161
14.4447,-90.6763350365,3.29660052591
14.4447,-90.6750229927,3.29434617768
14.4447,-90.6737109489,3.29207621756
14.4447,-90.6723989051,3.2897905068
14.4447,-90.6710868613,3.28748890742
14.4447,-90.6697748175,3.28517128228
14.4447,-90.6684627737,3.28283749523
14.4447,-90.6671507299,3.28048741116
14.4447,-90.6658386861,3.27812089617
14.4447,-90.6645266423,3.27573781766
14.4447,-90.6632145985,3.27333804444
14.4447,-90.6619025547,3.27092144689
14.4447,-90.6605905109,3.26848789707
14.4447,-90.6592784672,3.26603726882
14.4447,-90.6579664234,3.26356943795
14.4447,-90.6566543796,3.26108428233
14.4447,-90.6553423358,3.25858168204
14.4447,-90.654030292,3.25606151952
14.4447,-90.6527182482,3.25352367971
14.4447,-90.6514062044,3.25096805019
14.4447,-90.6500941606,3.24839452135
14.4447,-90.6487821168,3.24580298651
14.4447,-90.647470073,3.24319334208
14.4447,-90.6461580292,3.24056548775
14.4447,-90.6448459854,3.23791932659
14.4447,-90.6435339416,3.23525476527
14.4447,-90.6422218978,3.23257171415
14.4447,-90.640909854,3.22987008752
14.4447,-90.6395978102,3.2271498037
14.4447,-90.6382857664,3.22441078524
14.4447,-90.6369737226,3.22165295905
14.4447,-90.6356616788,3.21887625662
14.4447,-90.634349635,3.21608061413
14.4447,-90.6330375912,3.21326597263
14.4447,-90.6317255474,3.21043227823
14.4447,-90.6304135036,3.20757948223
14.4447,-90.6291014599,3.20470754133
14.4447,-90.6277894161,3.20181641772
14.4447,-90.6264773723,3.19890607933
14.4447,-90.6251653285,3.19597649992
14.4447,-90.6238532847,3.19302765927
14.4447,-90.6225412409,3.19005954334
14.4447,-90.6212291971,3.1870721444
14.4447,-90.6199171533,3.18406546122
14.4447,-90.6186051095,3.18103949918
14.4447,-90.6172930657,3.17799427044
14.4447,-90.6159810219,3.17492979407
14.4447,-90.6146689781,3.1718460962
14.4447,-90.6133569343,3.16874321015
14.4447,-90.6120448905,3.16562117655
14.4447,-90.6107328467,3.16248004347
14.4447,-90.6094208029,3.15931986656
14.4447,-90.6081087591,3.15614070913
14.4447,-90.6067967153,3.1529426423
14.4447,-90.6054846715,3.14972574505
14.4447,-90.6041726277,3.14649010439
14.4447,-90.6028605839,3.14323581538
14.4447,-90.6015485401,3.13996298127
14.4447,-90.6002364964,3.13667171354
14.4447,-90.5989244526,3.133362132
14.4447,-90.5976124088,3.13003436483
14.4447,-90.596300365,3.12668854866
14.4447,-90.5949883212,3.12332482859
14.4447,-90.5936762774,3.11994335826
14.4447,-90.5923642336,3.11654429987
14.4447,-90.5910521898,3.11312782421
14.4447,-90.589740146,3.10969411066
14.4447,-90.5884281022,3.10624334723
14.4447,-90.5871160584,3.10277573053
14.4447,-90.5858040146,3.09929146578
14.4447,-90.5844919708,3.09579076676
14.4447,-90.583179927,3.09227385585
14.4447,-90.5818678832,3.08874096391
14.4447,-90.5805558394,3.08519233031
14.4447,-90.5792437956,3.08162820283
14.4447,-90.5779317518,3.07804883762
14.4447,-90.576619708,3.0744544991
14.4447,-90.5753076642,3.07084545995
14.4447,-90.5739956204,3.06722200091
14.4447,-90.5726835766,3.06358441079
14.4447,-90.5713715328,3.05993298631
14.4447,-90.5700594891,3.05626803196
14.4447,-90.5687474453,3.05258985994
14.4447,-90.5674354015,3.04889878998
14.4447,-90.5661233577,3.04519514922
14.4447,-90.5648113139,3.04147927204
14.4447,-90.5634992701,3.03775149991
14.4447,-90.5621872263,3.03401218124
14.4447,-90.5608751825,3.03026167118
14.4447,-90.5595631387,3.02650033145
14.4447,-90.5582510949,3.02272853016
14.4447,-90.5569390511,3.01894664157
14.4447,-90.5556270073,3.01515504594
14.4447,-90.5543149635,3.01135412928
14.4447,-90.5530029197,3.00754428314
14.4447,-90.5516908759,3.00372590439
14.4447,-90.5503788321,2.99989939495
14.4447,-90.5490667883,2.99606516161
14.4447,-90.5477547445,2.99222361574
14.4447,-90.5464427007,2.98837517302
14.4447,-90.5451306569,2.98452025323
14.4447,-90.5438186131,2.98065927996
14.4447,-90.5425065693,2.97679268031
14.4447,-90.5411945255,2.97292088466
14.4447,-90.5398824818,2.96904432635
14.4447,-90.538570438,2.9651634414
