lat,lon,amp
14.4447,-90.6959,2.7151634306
14.4447,-90.6946218978,2.71376545679
14.4447,-90.6933437956,2.71236188229
14.4447,-90.6920656934,2.71095269433
14.4447,-90.6907875912,2.70953788161
14.4447,-90.6895094891,2.70811743438
14.4447,-90.6882313869,2.70669134447
14.4447,-90.6869532847,2.70525960542
14.4447,-90.6856751825,2.70382221251
14.4447,-90.6843970803,2.70237916285
14.4447,-90.6831189781,2.70093045545
14.4447,-90.6818408759,2.6994760913
14.4447,-90.6805627737,2.69801607348
14.4447,-90.6792846715,2.69655040718
14.4447,-90.6780065693,2.69507909984
14.4447,-90.6767284672,2.69360216121
14.4447,-90.675450365,2.69211960344
14.4447,-90.6741722628,2.69063144114
14.4447,-90.6728941606,2.68913769154
14.4447,-90.6716160584,2.68763837448
14.4447,-90.6703379562,2.68613351261
14.4447,-90.669059854,2.68462313138
14.4447,-90.6677817518,2.68310725921
14.4447,-90.6665036496,2.68158592754
14.4447,-90.6652255474,2.68005917095
14.4447,-90.6639474453,2.67852702723
14.4447,-90.6626693431,2.6769895375
14.4447,-90.6613912409,2.6754467463
14.4447,-90.6601131387,2.67389870167
14.4447,-90.6588350365,2.67234545528
14.4447,-90.6575569343,2.6707870625
14.4447,-90.6562788321,2.66922358251
14.4447,-90.6550007299,2.66765507839
14.4447,-90.6537226277,2.66608161721
14.4447,-90.6524445255,2.66450327016
14.4447,-90.6511664234,2.6629201126
14.4447,-90.6498883212,2.66133222418
14.4447,-90.648610219,2.65973968893
14.4447,-90.6473321168,2.65814259535
14.4447,-90.6460540146,2.65654103651
14.4447,-90.6447759124,2.65493511012
14.4447,-90.6434978102,2.65332491863
14.4447,-90.642219708,2.65171056929
14.4447,-90.6409416058,2.65009217428
14.4447,-90.6396635036,2.64846985076
14.4447,-90.6383854015,2.64684372091
14.4447,-90.6371072993,2.64521391209
14.4447,-90.6358291971,2.64358055683
14.4447,-90.6345510949,2.64194379292
14.4447,-90.6332729927,2.6403037635
14.4447,-90.6319948905,2.63866061708
14.4447,-90.6307167883,2.63701450761
14.4447,-90.6294386861,2.63536559453
