,lon,lat,time,folder,Zona,prof,Zona2,ml
19,-91.2924,13.6638,2019-03-20 13:21:45,2019-03-20-1320,G1,41.9027,Intra 1,3.97
20,-91.3743,13.8019,2019-03-21 01:06:56,2019-03-21-0104,G1,70.211,Intra 2,4.53
21,-91.787,14.0586,2019-03-25 00:48:33,2019-03-25-0048,G1,68.9073,Intra 2,4.02
22,-91.9058,13.7982,2019-03-25 08:12:43,2019-03-25-0812,G1,46.7985,Intra 1,3.58
23,-92.3779,14.2163,2019-03-26 13:38:07,2019-03-26-1337,G1,53.7198,Intra 1,4.54
24,-90.9214,13.3163,2019-03-31 06:04:08,2019-03-31-0604,G1,34.8613,Intra 1,4.09
25,-92.2367,13.3386,2019-04-04 22:58:38,2019-04-04-2258,G1,64.4989,Intra 1,4.23
26,-91.6557,13.8657,2019-04-06 11:28:56,2019-04-06-1128,G1,74.0163,Intra 2,3.61
27,-91.7872,14.0423,2019-04-06 22:57:42,2019-04-06-2257,G1,74.727,Intra 2,4.23
28,-91.5554,13.7916,2019-04-07 16:30:54,2019-04-07-1628,G1,144.8412,Intra 2,3.69
29,-90.4912,13.3882,2019-04-08 21:56:44,2019-04-08-2156,G1,16.5148,Intra 1,4.14
30,-91.8211,14.111,2019-04-13 19:02:57,2019-04-13-1902,G1,67.8166,Intra 2,3.98
31,-91.7475,13.9667,2019-04-18 03:17:26,2019-04-18-0317,G1,69.0841,Intra 2,3.86
32,-90.581,13.201,2019-04-19 08:40:26,2019-04-19-0840,G1,146.2126,Intra 2,3.59
33,-91.5195,13.9479,2019-04-21 22:26:46,2019-04-21-2226,G1,73.1124,Intra 2,3.83
34,-92.1407,13.8744,2019-04-22 11:04:49,2019-04-22-1104,G1,70.6283,Intra 2,4.03
35,-91.8646,14.126,2019-04-28 09:45:38,2019-04-28-0945,G1,74.2332,Intra 2,3.35
36,-90.7667,13.506,2019-04-28 10:12:15,2019-04-28-1012,G1,36.0793,Intra 1,3.54
37,-92.3754,13.6511,2019-04-29 09:04:55,2019-04-29-0904,G1,28.8792,Intra 1,4.28
38,-90.6329,13.5321,2019-04-30 02:14:22,2019-04-30-0214,G1,29.1236,Intra 1,3.59
39,-91.056,13.4809,2019-05-02 21:48:01,2019-05-02-2147,G1,18.2828,Intra 1,4.65
40,-91.7412,14.0592,2019-05-08 05:53:14,2019-05-08-0553,G1,58.5174,Intra 1,3.57
41,-91.671,14.0073,2019-05-08 15:25:31,2019-05-08-1525,G1,64.4099,Intra 1,4.33
42,-90.9232,13.5687,2019-05-11 03:19:54,2019-05-11-0317,G1,73.6252,Intra 2,3.84
43,-91.3773,13.8233,2019-05-13 19:58:27,2019-05-13-1958,G1,52.9399,Intra 1,3.75
44,-91.1536,13.7296,2019-05-14 08:35:54,2019-05-14-0835,G1,36.2417,Intra 1,4.03
45,-91.4196,13.6082,2019-05-16 05:10:31,2019-05-16-0510,G1,17.7519,Intra 1,3.93
46,-91.4928,13.7179,2019-05-17 06:28:29,2019-05-17-0628,G1,65.4247,Intra 2,3.58
47,-91.7755,14.0599,2019-05-25 09:29:18,2019-05-25-0928,G1,42.5191,Intra 1,3.62
48,-90.5448,13.3323,2019-06-04 01:06:01,2019-06-04-0105,G1,19.6478,Intra 1,3.91
49,-91.6933,13.8973,2019-06-04 20:54:56,2019-06-04-2054,G1,68.0657,Intra 2,3.96
50,-90.9123,13.4851,2019-06-06 02:39:11,2019-06-06-0239,G1,22.561,Intra 1,3.76
51,-90.6676,12.921,2019-06-06 05:33:21,2019-06-06-0533,G1,19.4707,Intra 1,3.76
52,-90.5776,13.0554,2019-06-15 00:14:56,2019-06-15-0014,G1,25.8223,Intra 1,4.03
53,-91.6022,13.5842,2019-06-17 13:47:05,2019-06-17-1346,G1,50.4797,Intra 1,3.91
54,-91.3044,13.8572,2019-06-23 16:29:36,2019-06-23-1629,G1,29.8164,Intra 1,3.89
55,-91.7462,13.897,2019-06-27 07:55:56,2019-06-27-0754,G1,23.758,Intra 1,3.58
56,-90.9131,13.1922,2019-06-27 10:07:41,2019-06-27-1007,G1,99.2713,Intra 2,3.94
57,-91.255,13.7621,2019-07-01 07:57:41,2019-07-01-0756,G1,76.2982,Intra 2,3.75
58,-91.3937,13.8293,2019-07-03 03:27:04,2019-07-03-0326,G1,73.1347,Intra 2,3.77
59,-90.8847,13.4645,2019-07-06 00:46:36,2019-07-06-0046,G1,54.253,Intra 1,2.82
60,-92.2276,14.2565,2019-07-11 04:03:33,2019-07-11-0403,G1,58.404,Intra 1,3.42
61,-90.9991,13.4809,2019-07-11 17:59:53,2019-07-11-1800,G1,76.3397,Intra 2,3.95
62,-91.2281,13.4733,2019-07-13 01:36:06,2019-07-13-0134,G1,77.032,Intra 2,4.88
63,-91.2423,13.5033,2019-07-13 01:40:19,2019-07-13-0138,G1,77.6004,Intra 2,4.83
64,-91.1891,13.3619,2019-07-13 01:50:31,2019-07-13-0148,G1,60.2312,Intra 1,3.81
65,-92.1307,13.5854,2019-07-13 11:49:21,2019-07-13-1149,G1,69.6267,Intra 2,3.73
66,-91.2985,13.7423,2019-07-13 23:06:16,2019-07-13-2305,G1,21.082,Intra 1,3.15
67,-91.4917,13.6199,2019-07-20 02:10:41,2019-07-20-0208,G1,70.2516,Intra 2,4.77
68,-91.5177,13.6437,2019-07-20 02:13:59,2019-07-20-0212,G1,72.2053,Intra 2,4.46
69,-91.3787,13.1885,2019-07-20 02:33:24,2019-07-20-0233,G1,48.925,Intra 1,4.19
70,-91.4884,13.1357,2019-07-20 03:15:04,2019-07-20-0315,G1,16.1789,Intra 1,4.4
71,-90.4881,13.392,2019-07-20 09:25:03,2019-07-20-0925,G1,6.7449,Superficial,3.59
72,-90.622,13.4696,2019-07-24 21:09:45,2019-07-24-2107,G1,69.3783,Intra 2,4.13
73,-91.9332,14.1625,2019-07-29 05:27:29,2019-07-29-0527,G1,58.1079,Intra 1,3.62
74,-91.391,13.8569,2019-07-31 09:28:41,2019-07-31-0928,G1,110.8185,Intra 2,3.22
75,-92.1305,14.2401,2019-08-04 08:38:39,2019-08-04-0838,G1,56.3868,Intra 1,3.07
76,-91.8224,14.0938,2019-08-04 15:55:23,2019-08-04-1555,G1,67.7006,Intra 2,3.03
77,-90.5051,13.292,2019-08-07 11:55:36,2019-08-07-1155,G1,13.502,Superficial,3.37
78,-91.687,13.9213,2019-08-07 13:22:14,2019-08-07-1322,G1,78.9011,Intra 2,3.99
79,-92.0317,14.1603,2019-08-10 02:37:26,2019-08-10-0237,G1,63.9804,Intra 1,3.7
80,-91.7299,13.9579,2019-08-11 00:37:10,2019-08-11-0036,G1,67.7936,Intra 2,4.45
81,-91.8858,13.5109,2019-08-11 08:24:18,2019-08-11-0824,G1,79.7472,Intra 2,3.76
82,-91.5029,13.6139,2019-08-11 17:08:23,2019-08-11-1708,G1,72.4496,Intra 2,4.05
83,-91.4184,13.9109,2019-08-12 00:37:33,2019-08-12-0037,G1,40.9385,Intra 1,2.95
84,-91.8094,13.5721,2019-08-12 10:52:39,2019-08-12-1052,G1,12.8683,Superficial,3.58
85,-92.1215,13.8426,2019-08-14 01:14:33,2019-08-14-0112,G1,63.6306,Intra 1,3.92
86,-91.4596,13.8761,2019-08-16 05:21:05,2019-08-16-0520,G1,16.3902,Intra 1,3.08
87,-91.1999,12.9202,2019-08-17 07:43:55,2019-08-17-0744,G1,12.9188,Superficial,3.3
88,-90.9688,13.5115,2019-08-17 08:34:04,2019-08-17-0833,G1,24.2755,Intra 1,2.66
89,-90.5854,13.5241,2019-08-17 23:29:48,2019-08-17-2329,G1,66.8814,Intra 2,3.67
90,-90.5446,13.311,2019-08-18 02:57:25,2019-08-18-0257,G1,28.1212,Intra 1,3.14
91,-91.4591,13.9376,2019-08-19 20:24:28,2019-08-19-2024,G1,62.5753,Intra 1,4.01
92,-91.3116,13.7204,2019-08-21 08:26:27,2019-08-21-0826,G1,29.1302,Intra 1,2.83
93,-91.7414,13.7746,2019-08-23 17:43:11,2019-08-23-1743,G1,58.8965,Intra 1,4.74
94,-90.9635,13.67,2019-08-24 05:33:56,2019-08-24-0533,G1,28.588,Intra 1,2.94
95,-90.9326,13.6407,2019-08-26 08:00:50,2019-08-26-0800,G1,35.9689,Intra 1,2.86
96,-91.4166,13.7039,2019-08-27 03:39:47,2019-08-27-0339,G1,21.7087,Intra 1,3.08
97,-91.4963,13.7187,2019-08-28 08:51:27,2019-08-28-0850,G1,72.5968,Intra 2,3.07
98,-92.2568,14.321,2019-08-29 18:28:59,2019-08-29-1828,G1,57.0994,Intra 1,4.85
99,-91.3514,13.8522,2019-08-31 02:05:23,2019-08-31-0203,G1,45.1434,Intra 1,3.89
100,-91.2596,13.8252,2019-08-31 03:30:48,2019-08-31-0330,G1,28.0521,Intra 1,3.32
101,-90.9623,13.6757,2019-08-31 06:49:00,2019-08-31-0649,G1,51.5984,Intra 1,3.41
102,-91.6442,13.7454,2019-08-31 08:57:14,2019-08-31-0857,G1,19.7869,Intra 1,3.33
103,-90.5049,13.4159,2019-09-01 01:41:46,2019-09-01-0141,G1,43.8614,Intra 1,3.58
104,-91.8066,14.1028,2019-09-03 16:52:33,2019-09-03-1652,G1,69.7026,Intra 2,3.66
105,-91.7029,13.956,2019-09-05 15:10:27,2019-09-05-1510,G1,78.9366,Intra 2,3.81
106,-92.1222,13.3064,2019-09-07 03:12:39,2019-09-07-0312,G1,64.5099,Intra 1,3.71
107,-91.6999,13.8469,2019-09-08 02:28:27,2019-09-08-0228,G1,53.8551,Intra 1,3.07
108,-91.9092,14.0155,2019-09-09 04:35:06,2019-09-09-0434,G1,7.2753,Superficial,3.39
109,-91.3206,13.3849,2019-09-11 16:38:02,2019-09-11-1638,G1,63.3153,Intra 1,4.03
110,-91.4385,13.7312,2019-09-15 06:59:16,2019-09-15-0658,G1,79.1252,Intra 2,5.51
111,-91.5108,13.6159,2019-09-15 07:10:19,2019-09-15-0710,G1,65.7585,Intra 2,4.34
112,-91.5147,13.6861,2019-09-15 07:32:13,2019-09-15-0732,G1,23.0571,Intra 1,3.41
113,-91.5406,13.694,2019-09-15 07:33:52,2019-09-15-0733,G1,18.4367,Intra 1,3.15
114,-91.4877,13.6376,2019-09-15 07:41:35,2019-09-15-0740,G1,77.4178,Intra 2,4.38
115,-91.4946,13.7133,2019-09-15 09:19:44,2019-09-15-0919,G1,7.346,Superficial,2.96
116,-91.5197,13.5125,2019-09-15 12:09:55,2019-09-15-1209,G1,66.4925,Intra 2,4.43
117,-91.4435,13.7505,2019-09-17 05:22:39,2019-09-17-0522,G1,62.1966,Intra 1,3.36
118,-91.946,13.6882,2019-09-17 11:12:44,2019-09-17-1112,G1,33.1594,Intra 1,3.11
119,-91.2467,13.4905,2019-09-18 05:45:43,2019-09-18-0545,G1,8.392,Superficial,3.4
120,-91.2702,13.5348,2019-09-19 04:36:51,2019-09-19-0436,G1,10.0613,Superficial,3.12
121,-91.7963,14.0418,2019-09-21 20:55:47,2019-09-21-2055,G1,71.6697,Intra 2,4.57
122,-91.3409,13.6693,2019-09-23 10:47:16,2019-09-23-1047,G1,12.0447,Superficial,3.56
123,-91.0546,13.3809,2019-09-24 04:16:06,2019-09-24-0416,G1,10.9951,Superficial,3.83
124,-91.2312,13.7752,2019-09-27 19:47:26,2019-09-27-1947,G1,40.7861,Intra 1,3.03
125,-91.1613,13.6402,2019-09-29 16:05:52,2019-09-29-1605,G1,15.9331,Intra 1,3.6
126,-90.8174,12.9256,2019-09-29 20:25:09,2019-09-29-2023,G1,7.3953,Superficial,4.17
127,-91.4944,13.7179,2019-09-30 04:29:04,2019-09-30-0427,G1,22.4297,Intra 1,3.48
128,-92.2404,14.1489,2019-09-30 05:05:22,2019-09-30-0505,G1,11.6892,Superficial,3.88
129,-91.4601,13.9528,2019-10-01 02:45:33,2019-10-01-0244,G1,69.0346,Intra 2,4.83
130,-90.9407,13.659,2019-10-01 03:23:22,2019-10-01-0323,G1,18.4164,Intra 1,3.5
131,-90.6037,12.9698,2019-10-01 04:32:54,2019-10-01-0432,G1,18.7481,Intra 1,2.8
132,-91.6528,13.2663,2019-10-01 05:12:34,2019-10-01-0512,G1,24.9934,Intra 1,3.7
133,-91.0766,13.7242,2019-10-01 21:32:49,2019-10-01-2130,G1,27.3908,Intra 1,3.84
134,-91.1125,13.0342,2019-10-04 00:31:16,2019-10-04-0031,G1,61.1534,Intra 1,3.8
135,-91.2109,13.5375,2019-10-04 08:54:15,2019-10-04-0854,G1,2.9831,Superficial,3.05
136,-90.6386,13.1355,2019-10-04 10:35:28,2019-10-04-1035,G1,34.9978,Intra 1,2.87
137,-90.7825,13.4972,2019-10-05 22:52:50,2019-10-05-2252,G1,23.2856,Intra 1,3.47
138,-91.8432,14.1345,2019-10-06 15:57:22,2019-10-06-1557,G1,42.6443,Intra 1,3.54
139,-91.7155,14.0198,2019-10-10 08:21:31,2019-10-10-0821,G1,77.3341,Intra 2,3.25
140,-91.3872,13.9124,2019-10-12 07:57:27,2019-10-12-0756,G1,75.5878,Intra 2,4.67
141,-91.008,13.4079,2019-10-14 03:55:04,2019-10-14-0354,G1,25.3455,Intra 1,2.84
142,-91.6328,13.9845,2019-10-14 06:47:07,2019-10-14-0647,G1,23.1798,Intra 1,3.53
143,-90.9431,13.4077,2019-10-17 03:57:45,2019-10-17-0357,G1,57.2619,Intra 1,2.84
144,-91.8996,13.8407,2019-10-18 11:07:53,2019-10-18-1108,G1,1.6776,Superficial,3.46
145,-90.5488,13.5093,2019-10-27 09:46:59,2019-10-27-0946,G1,54.9254,Intra 1,2.82
146,-91.7503,13.0951,2019-10-28 03:31:24,2019-10-28-0331,G1,5.9645,Superficial,4.24
147,-90.8644,13.5028,2019-10-30 21:57:34,2019-10-30-2157,G1,43.9186,Intra 1,4.12
148,-91.1605,13.7492,2019-10-31 05:05:38,2019-10-31-0505,G1,29.9529,Intra 1,2.71
149,-91.5928,14.0042,2019-11-01 12:38:50,2019-11-01-1238,G1,66.9481,Intra 2,4.68
150,-92.0457,14.2186,2019-11-02 11:46:20,2019-11-02-1146,G1,59.1724,Intra 1,4.18
151,-90.7059,13.5671,2019-11-08 07:54:18,2019-11-08-0754,G1,18.6386,Intra 1,3.39
152,-91.4233,13.789,2019-11-08 13:02:32,2019-11-08-1302,G1,13.9547,Superficial,3.17
153,-91.3812,13.9059,2019-11-09 15:05:31,2019-11-09-1505,G1,29.4924,Intra 1,3.18
154,-90.9683,13.6853,2019-11-13 16:28:53,2019-11-13-1628,G1,68.8461,Intra 2,5.96
155,-90.9604,13.707,2019-11-13 16:39:22,2019-11-13-1638,G1,71.9579,Intra 2,3.41
156,-90.948,13.6934,2019-11-13 16:39:54,2019-11-13-1639,G1,66.714,Intra 2,3.91
157,-91.003,13.7421,2019-11-13 22:54:51,2019-11-13-2254,G1,71.4609,Intra 2,3.72
158,-91.058,13.7438,2019-11-14 06:02:02,2019-11-14-0602,G1,57.3165,Intra 1,3.1
159,-90.9997,13.7014,2019-11-14 06:47:06,2019-11-14-0647,G1,55.3554,Intra 1,3.22
160,-90.9742,13.712,2019-11-14 22:44:23,2019-11-14-2244,G1,57.3101,Intra 1,3.4
161,-90.9428,13.701,2019-11-15 14:33:00,2019-11-15-1432,G1,29.7381,Intra 1,3.65
162,-90.9516,13.6598,2019-11-15 14:57:23,2019-11-15-1457,G1,18.9,Intra 1,4.19
163,-92.0773,13.7977,2019-11-16 17:40:24,2019-11-16-1740,G1,55.2776,Intra 1,4.2
164,-90.7687,13.0335,2019-11-17 01:36:29,2019-11-17-0136,G1,5.6131,Superficial,3.97
165,-90.476,13.3605,2019-11-17 02:59:56,2019-11-17-0300,G1,14.9919,Superficial,3.73
166,-90.9843,13.6459,2019-11-20 01:36:14,2019-11-20-0136,G1,30.765,Intra 1,4.4
167,-91.0848,13.7025,2019-11-20 09:06:47,2019-11-20-0906,G1,53.18,Intra 1,3.1
168,-90.9809,13.6773,2019-11-21 19:01:49,2019-11-21-1901,G1,23.6976,Intra 1,4.9
169,-91.6863,13.9217,2019-11-22 01:26:19,2019-11-22-0125,G1,50.4657,Intra 1,4.07
170,-91.4994,13.9669,2019-11-22 10:47:56,2019-11-22-1047,G1,72.8121,Intra 2,3.33
171,-91.0165,13.7234,2019-11-22 12:47:38,2019-11-22-1247,G1,29.5538,Intra 1,3.12
172,-91.3147,13.6955,2019-11-23 16:10:23,2019-11-23-1610,G1,26.8906,Intra 1,4.02
173,-91.023,13.7016,2019-11-25 03:13:06,2019-11-25-0313,G1,20.966,Intra 1,3.83
174,-91.5813,13.212,2019-11-26 23:54:19,2019-11-26-2353,G1,35.0966,Intra 1,4.2
175,-90.9735,13.6724,2019-11-27 18:30:05,2019-11-27-1830,G1,18.0003,Intra 1,3.98
176,-90.9631,13.661,2019-11-29 12:07:18,2019-11-29-1207,G1,30.6407,Intra 1,3.65
177,-92.1706,13.7669,2019-11-30 07:44:19,2019-11-30-0744,G1,66.5449,Intra 2,5.74
178,-92.1329,13.9458,2019-11-30 07:49:10,2019-11-30-0748,G1,68.1847,Intra 2,3.89
179,-92.0137,13.9744,2019-11-30 08:19:32,2019-11-30-0819,G1,65.2012,Intra 2,3.39
180,-92.1124,13.8344,2019-11-30 09:11:10,2019-11-30-0911,G1,57.1013,Intra 1,3.57
181,-92.0875,14.0102,2019-11-30 17:59:15,2019-11-30-1758,G1,60.4256,Intra 1,4.99
182,-91.8499,13.9412,2019-12-02 06:59:45,2019-12-02-0659,G1,8.013,Superficial,3.22
183,-92.3647,13.7073,2019-12-02 11:58:13,2019-12-02-1158,G1,12.5097,Superficial,4.13
184,-90.5562,13.3955,2019-12-04 06:09:02,2019-12-04-0609,G1,5.5976,Superficial,3.62
185,-92.1996,14.0855,2019-12-05 03:02:36,2019-12-05-0302,G1,65.9133,Intra 2,3.55
186,-92.1758,13.8883,2019-12-05 15:11:41,2019-12-05-1511,G1,67.524,Intra 2,4.9
187,-90.5821,13.508,2019-12-05 16:24:22,2019-12-05-1623,G1,6.6815,Superficial,4.55
188,-90.7709,13.5905,2019-12-07 20:40:56,2019-12-07-2040,G1,23.0763,Intra 1,4.17
189,-92.2548,13.639,2019-12-10 11:52:50,2019-12-10-1152,G1,65.5253,Intra 2,3.43
190,-90.954,13.6835,2019-12-11 22:16:29,2019-12-11-2215,G1,30.7526,Intra 1,3.24
191,-90.9182,12.9444,2019-12-13 06:35:18,2019-12-13-0635,G1,36.8662,Intra 1,3.45
192,-90.8472,13.0416,2019-12-13 13:17:07,2019-12-13-1317,G1,9.0,Superficial,4.11
193,-91.8036,13.5835,2019-12-14 06:41:52,2019-12-14-0641,G1,17.8052,Intra 1,3.34
194,-92.0021,14.0126,2019-12-15 11:53:37,2019-12-15-1153,G1,63.6416,Intra 1,3.25
195,-90.923,13.4404,2019-12-18 18:38:59,2019-12-18-1838,G1,18.9506,Intra 1,3.7
196,-91.3471,13.897,2019-12-18 22:29:22,2019-12-18-2228,G1,29.9838,Intra 1,4.19
197,-90.4702,13.4902,2019-12-19 00:15:57,2019-12-19-0015,G1,38.1382,Intra 1,2.78
198,-91.3303,13.496,2019-12-19 12:35:26,2019-12-19-1235,G1,23.489,Intra 1,5.69
199,-91.3605,13.5099,2019-12-19 12:39:06,2019-12-19-1238,G1,16.3834,Intra 1,5.04
200,-91.2469,13.4839,2019-12-19 13:29:00,2019-12-19-1329,G1,14.9579,Superficial,4.01
201,-91.5357,13.8552,2019-12-19 14:23:39,2019-12-19-1423,G1,12.3592,Superficial,4.18
202,-91.3427,13.6361,2019-12-19 14:41:55,2019-12-19-1441,G1,34.4692,Intra 1,4.99
203,-91.0966,13.6323,2019-12-19 14:59:40,2019-12-19-1459,G1,10.0,Superficial,4.44
204,-90.9955,13.4621,2019-12-19 15:26:00,2019-12-19-1526,G1,2.7177,Superficial,3.86
205,-91.2429,13.5246,2019-12-19 15:45:56,2019-12-19-1546,G1,12.2588,Superficial,4.2
206,-91.311,13.6104,2019-12-19 15:53:11,2019-12-19-1553,G1,14.3359,Superficial,4.23
207,-91.4169,13.4014,2019-12-19 16:00:31,2019-12-19-1600,G1,10.4889,Superficial,3.96
208,-91.2306,13.5135,2019-12-19 16:22:05,2019-12-19-1622,G1,11.3028,Superficial,4.1
209,-91.1897,13.4946,2019-12-20 02:33:06,2019-12-20-0232,G1,18.5766,Intra 1,3.6
210,-91.1143,13.6686,2019-12-20 09:44:24,2019-12-20-0944,G1,30.6993,Intra 1,3.83
211,-91.332,13.5989,2019-12-21 02:00:12,2019-12-21-0200,G1,77.8865,Intra 2,4.37
212,-91.4737,13.3723,2019-12-21 02:05:54,2019-12-21-0205,G1,73.7098,Intra 2,4.69
213,-91.4033,13.5309,2019-12-21 02:34:03,2019-12-21-0233,G1,42.2066,Intra 1,3.87
214,-91.3055,13.6211,2019-12-21 18:09:53,2019-12-21-1809,G1,21.9621,Intra 1,3.21
215,-90.8254,13.4637,2019-12-21 20:30:09,2019-12-21-2029,G1,25.0,Intra 1,4.28
216,-92.3321,13.8979,2019-12-23 02:27:45,2019-12-23-0227,G1,38.6702,Intra 1,3.75
217,-91.2682,13.5524,2019-12-24 01:31:32,2019-12-24-0131,G1,26.3281,Intra 1,3.79
218,-91.6188,13.3595,2019-12-24 22:41:27,2019-12-24-2240,G1,69.809,Intra 2,4.43
219,-91.3504,13.3301,2019-12-25 06:27:16,2019-12-25-0627,G1,23.7672,Intra 1,3.64
220,-91.4036,13.3108,2019-12-25 09:35:19,2019-12-25-0934,G1,6.1104,Superficial,3.32
221,-91.0594,13.6376,2019-12-26 12:42:14,2019-12-26-1242,G1,29.4202,Intra 1,3.63
222,-90.9923,13.1774,2019-12-27 07:47:00,2019-12-27-0746,G1,17.5238,Intra 1,2.96
223,-92.0511,14.1269,2019-12-29 05:15:58,2019-12-29-0515,G1,58.465,Intra 1,3.75
224,-91.5536,13.23,2019-12-31 04:40:02,2019-12-31-0439,G1,50.9372,Intra 1,3.89
225,-91.6274,13.5259,2019-12-31 08:37:19,2019-12-31-0837,G1,38.0314,Intra 1,4.4
226,-90.4582,13.3908,2020-01-01 11:12:33,2020-01-01-1111,G1,36.351,Intra 1,4.53
227,-90.9252,13.4972,2020-01-01 11:31:05,2020-01-01-1130,G1,17.4263,Intra 1,3.04
228,-91.0391,13.6017,2020-01-01 11:31:07,2020-01-01-1131,G1,50.2192,Intra 1,3.67
229,-92.301,13.6697,2020-01-01 14:56:58,2020-01-01-1455,G1,63.6518,Intra 1,4.08
230,-92.3042,13.7136,2020-01-02 01:21:55,2020-01-02-0121,G1,29.2017,Intra 1,4.68
231,-91.4339,13.3337,2020-01-02 07:24:41,2020-01-02-0724,G1,4.3374,Superficial,3.34
232,-92.2946,13.6719,2020-01-02 08:07:15,2020-01-02-0806,G1,20.0,Intra 1,4.14
233,-91.2352,13.7565,2020-01-02 20:02:38,2020-01-02-2002,G1,31.1102,Intra 1,2.97
234,-90.9263,13.3084,2020-01-03 08:34:46,2020-01-03-0834,G1,11.2107,Superficial,3.39
235,-92.2668,13.822,2020-01-05 13:06:17,2020-01-05-1306,G1,38.1961,Intra 1,3.73
236,-90.5146,13.4416,2020-01-10 02:02:36,2020-01-10-0202,G1,56.9263,Intra 1,3.26
237,-91.3065,13.538,2020-01-11 02:16:48,2020-01-11-0216 ,G1,70.6085,Intra 2,4.96
238,-90.8968,13.6199,2020-01-16 09:23:11,2020-01-16-0923,G1,30.6328,Intra 1,3.03
239,-91.0201,13.4586,2020-01-17 04:29:00,2020-01-17-0429,G1,5.1121,Superficial,4.06
240,-90.8566,13.3943,2020-01-18 08:31:52,2020-01-18-0831,G1,64.0639,Intra 1,3.19
241,-91.5921,13.8876,2020-01-18 22:15:39,2020-01-18-2215,G1,75.3153,Intra 2,3.61
242,-91.5178,13.8504,2020-01-21 03:06:35,2020-01-21-0306,G1,132.1645,Intra 2,3.37
243,-90.9059,13.6428,2020-01-24 06:43:10,2020-01-24-0643,G1,29.7333,Intra 1,3.22
244,-91.2849,13.5863,2020-01-24 12:01:05,2020-01-24-1201,G1,13.1247,Superficial,4.29
245,-92.2158,14.2751,2020-01-27 01:33:15,2020-01-27-0133,G1,75.2564,Intra 2,3.57
246,-92.3288,13.8713,2020-01-28 08:04:17,2020-01-28-0803,G1,44.5644,Intra 1,3.58
247,-91.2096,13.8257,2020-01-29 14:52:58,2020-01-29-1452,G1,28.1885,Intra 1,3.45
248,-90.9451,13.4187,2020-01-30 04:31:49,2020-01-30-0431,G1,8.3337,Superficial,4.09
249,-90.9085,13.4367,2020-01-31 13:12:01,2020-01-31-1311,G1,21.786,Intra 1,3.77
250,-90.5972,13.4129,2020-02-01 08:19:28,2020-02-01-0819,G1,41.4171,Intra 1,3.79
251,-91.4057,13.4993,2020-02-01 08:37:01,2020-02-01-0836,G1,19.1213,Intra 1,3.95
252,-91.2966,13.538,2020-02-01 08:38:15,2020-02-01-0838,G1,5.5345,Superficial,3.98
253,-92.2343,13.6654,2020-02-02 17:09:02,2020-02-02-1709,G1,66.2154,Intra 2,4.35
254,-92.0629,13.9881,2020-02-02 17:59:16,2020-02-02-1758,G1,56.9867,Intra 1,4.54
255,-90.8015,13.3097,2020-02-03 03:02:58,2020-02-03-0302,G1,17.8321,Intra 1,3.7
256,-92.0424,13.8109,2020-02-03 03:32:06,2020-02-03-0331,G1,20.0,Intra 1,4.27
257,-92.3679,13.6453,2020-02-05 17:02:39,2020-02-05-1702,G1,26.4465,Intra 1,3.78
258,-92.3596,13.7087,2020-02-05 17:15:59,2020-02-05-1715,G1,27.2122,Intra 1,3.77
259,-92.0253,14.1654,2020-02-06 09:05:11,2020-02-06-0905,G1,61.3372,Intra 1,3.65
