,lon,lat,time,folder,Zona,prof,Zona2,ml
260,-91.9363,14.1442,2020-02-06 09:07:43,2020-02-06-0907,G1,68.6811,Intra 2,3.47
261,-91.3014,13.7699,2020-02-06 18:34:03,2020-02-06-1833,G1,20.9345,Intra 1,4.02
262,-90.9922,13.7035,2020-02-08 05:44:50,2020-02-08-0544,G1,31.6635,Intra 1,3.11
263,-91.4299,13.8993,2020-02-13 04:10:41,2020-02-13-0410,G1,75.722,Intra 2,3.61
264,-91.5834,13.9271,2020-02-13 06:41:02,2020-02-13-0640,G1,50.0982,Intra 1,3.69
265,-92.1891,13.9281,2020-02-13 07:26:30,2020-02-13-0726,G1,11.456,Superficial,4.13
266,-92.1617,13.9689,2020-02-13 10:38:55,2020-02-13-1038,G1,61.3975,Intra 1,4.17
267,-91.6451,13.9613,2020-02-15 22:48:12,2020-02-15-2248,G1,35.0162,Intra 1,4.08
268,-91.8832,13.8161,2020-02-16 13:29:28,2020-02-16-1329,G1,12.9918,Superficial,2.98
269,-91.2124,13.7288,2020-02-17 07:15:14,2020-02-17-0714,G1,27.4918,Intra 1,2.65
270,-92.2578,13.4866,2020-02-21 09:03:17,2020-02-21-0903,G1,1.8127,Superficial,3.79
271,-90.9212,13.5927,2020-02-22 06:26:06,2020-02-22-0625,G1,51.9115,Intra 1,2.71
272,-90.8147,13.5558,2020-02-23 10:24:21,2020-02-23-1024,G1,16.1132,Intra 1,3.19
273,-91.7209,13.2515,2020-02-25 00:13:26,2020-02-25-0013,G1,9.9373,Superficial,4.74
274,-90.8153,13.6241,2020-02-25 21:17:42,2020-02-25-2117,G1,29.0046,Intra 1,3.39
275,-90.941,13.6761,2020-02-27 01:59:06,2020-02-27-0158,G1,57.7129,Intra 1,4.41
276,-92.2182,14.2953,2020-02-27 20:26:09,2020-02-27-2025,G1,54.4228,Intra 1,4.28
277,-91.5372,13.9387,2020-03-01 05:55:00,2020-03-01-0554,G1,68.7626,Intra 2,3.89
278,-91.3183,13.8142,2020-03-04 06:29:28,2020-03-04-0629,G1,47.7282,Intra 1,2.73
279,-92.0219,14.0829,2020-03-05 23:20:48,2020-03-05-2320,G1,59.3977,Intra 1,3.58
280,-90.6129,13.1242,2020-03-06 01:25:30,2020-03-06-0125,G1,16.5998,Intra 1,4.06
281,-90.877,13.545,2020-03-07 02:03:46,2020-03-07-0203,G1,29.4432,Intra 1,3.63
282,-90.7025,13.4935,2020-03-07 15:38:42,2020-03-07-1538,G1,25.899,Intra 1,3.83
283,-91.6292,14.0037,2020-03-08 01:19:45,2020-03-08-0119,G1,69.5626,Intra 2,2.92
284,-90.9488,13.6897,2020-03-09 03:35:59,2020-03-09-0335,G1,30.6518,Intra 1,3.07
285,-91.8562,13.7668,2020-03-09 06:13:25,2020-03-09-0613,G1,61.294,Intra 1,3.84
286,-91.8038,13.7987,2020-03-09 07:19:27,2020-03-09-0719,G1,73.2138,Intra 2,4.25
287,-90.6141,13.557,2020-03-09 22:46:52,2020-03-09-2246,G1,28.0017,Intra 1,3.49
288,-91.0285,13.4867,2020-03-10 10:20:13,2020-03-10-1020,G1,68.2922,Intra 2,3.42
289,-91.9627,13.7938,2020-03-10 16:25:53,2020-03-10-1625,G1,40.3562,Intra 1,3.51
290,-90.5347,13.2282,2020-03-10 18:37:48,2020-03-10-1837,G1,8.8258,Superficial,3.31
291,-91.2896,13.8077,2020-03-10 23:36:10,2020-03-10-2336,G1,33.9651,Intra 1,3.8
292,-90.5737,13.4407,2020-03-11 19:56:39,2020-03-11-1956,G1,41.835,Intra 1,4.01
293,-91.4556,13.9171,2020-03-14 21:50:08,2020-03-14-2149,G1,82.5429,Intra 2,3.86
294,-91.6156,13.7718,2020-03-14 23:24:51,2020-03-14-2324,G1,59.9416,Intra 1,4.14
295,-91.346,13.3672,2020-03-15 07:47:53,2020-03-15-0747,G1,37.782,Intra 1,4.11
296,-91.5443,13.866,2020-03-15 21:03:11,2020-03-15-2103,G1,50.4328,Intra 1,4.0
297,-90.8411,13.5879,2020-03-17 13:59:24,2020-03-17-1359,G1,71.4374,Intra 2,4.65
298,-92.1628,13.7168,2020-03-20 07:33:26,2020-03-20-0733,G1,32.7577,Intra 1,3.99
299,-90.7443,13.5264,2020-03-21 10:48:48,2020-03-21-1048,G1,25.7427,Intra 1,3.17
300,-92.333,14.0517,2020-03-22 05:17:22,2020-03-22-0517,G1,47.9085,Intra 1,3.54
301,-91.7375,13.9851,2020-03-22 08:50:20,2020-03-22-0850,G1,26.4494,Intra 1,3.6
302,-91.8784,13.9008,2020-03-22 22:50:41,2020-03-22-2250,G1,84.4534,Intra 2,3.36
303,-91.0584,13.6372,2020-03-22 22:51:02,2020-03-22-2251,G1,65.4205,Intra 2,3.47
304,-90.7039,13.5814,2020-03-26 02:57:14,2020-03-26-0256,G1,62.7948,Intra 1,3.95
305,-91.6359,14.0137,2020-03-26 05:02:43,2020-03-26-0502,G1,15.823,Intra 1,3.38
306,-90.6902,13.5524,2020-03-26 17:39:07,2020-03-26-1739,G1,64.2337,Intra 1,4.12
307,-91.1436,13.5311,2020-03-26 21:55:14,2020-03-26-2155,G1,10.8106,Superficial,3.73
308,-91.7876,14.1018,2020-03-27 00:01:42,2020-03-27-0001,G1,58.845,Intra 1,2.84
309,-91.4277,13.4569,2020-03-27 06:40:51,2020-03-27-0640,G1,15.9823,Intra 1,3.4
310,-91.4164,13.3987,2020-03-27 07:55:04,2020-03-27-0754,G1,14.8915,Superficial,3.4
311,-91.7164,13.4233,2020-03-27 09:12:24,2020-03-27-0912,G1,15.5681,Intra 1,3.54
312,-90.5528,13.4058,2020-03-27 20:00:59,2020-03-27-2000,G1,5.6096,Superficial,3.71
313,-90.5418,13.4085,2020-03-27 20:07:02,2020-03-27-2006,G1,12.1441,Superficial,3.49
314,-90.5907,13.4318,2020-03-27 21:16:54,2020-03-27-2116,G1,5.272,Superficial,4.19
315,-90.5648,13.3893,2020-03-27 21:24:58,2020-03-27-2125,G1,1.59,Superficial,3.92
316,-90.5358,13.3775,2020-03-28 06:39:58,2020-03-28-0639,G1,1.7353,Superficial,4.23
317,-91.6707,13.8385,2020-03-28 08:04:53,2020-03-28-0804,G1,15.0828,Intra 1,3.71
318,-91.42,13.6556,2020-03-28 19:05:33,2020-03-28-1905,G1,67.6444,Intra 2,3.8
319,-91.34,13.5674,2020-03-28 23:20:10,2020-03-28-2320,G1,14.0996,Superficial,3.88
320,-92.2856,13.6774,2020-03-29 05:32:13,2020-03-29-0532,G1,56.9606,Intra 1,3.23
321,-90.7196,13.3544,2020-03-29 08:16:05,2020-03-29-0815,G1,24.8652,Intra 1,2.67
322,-91.4786,13.5315,2020-03-29 20:26:00,2020-03-29-2025,G1,68.5978,Intra 2,4.93
323,-91.4317,13.6709,2020-03-29 21:05:59,2020-03-29-2106,G1,76.8831,Intra 2,3.93
324,-91.4363,13.6435,2020-03-29 22:49:08,2020-03-29-2248,G1,63.6159,Intra 1,3.45
325,-91.4341,13.9,2020-03-30 02:53:18,2020-03-30-0253,G1,10.6686,Superficial,3.13
326,-90.761,13.4813,2020-03-30 10:00:49,2020-03-30-1000,G1,26.7406,Intra 1,2.92
327,-90.7337,13.2147,2020-03-30 18:48:06,2020-03-30-1848,G1,7.9958,Superficial,4.38
328,-91.351,13.618,2020-03-30 19:16:38,2020-03-30-1916,G1,27.6777,Intra 1,3.81
329,-91.7711,14.0292,2020-03-31 02:55:28,2020-03-31-0254,G1,55.0675,Intra 1,4.46
330,-91.1256,13.4597,2020-03-31 16:44:14,2020-03-31-1644,G1,13.9589,Superficial,4.0
331,-90.6177,13.5253,2020-04-01 08:27:27,2020-04-01-0826,G1,29.5595,Intra 1,2.97
332,-91.3645,13.663,2020-04-01 09:38:34,2020-04-01-0937,G1,14.3348,Superficial,3.99
333,-91.0074,13.4034,2020-04-01 09:44:35,2020-04-01-0944,G1,5.5613,Superficial,3.34
334,-92.3179,14.1721,2020-04-02 00:16:51,2020-04-02-0016,G1,57.2601,Intra 1,3.75
335,-91.4885,13.6918,2020-04-07 07:46:19,2020-04-07-0746,G1,10.7945,Superficial,3.58
336,-91.5948,13.9303,2020-04-07 18:39:25,2020-04-07-1838,G1,60.5301,Intra 1,3.49
337,-91.8867,14.1545,2020-04-08 00:53:27,2020-04-08-0053,G1,58.5897,Intra 1,2.93
338,-91.6677,13.9459,2020-04-08 12:29:27,2020-04-08-1229,G1,20.7931,Intra 1,3.28
339,-92.2239,13.4018,2020-04-08 20:04:47,2020-04-08-2004,G1,27.6139,Intra 1,4.64
340,-91.8621,14.0757,2020-04-09 07:55:49,2020-04-09-0755,G1,35.0787,Intra 1,3.03
341,-92.1131,13.5551,2020-04-09 09:34:50,2020-04-09-0934,G1,15.2651,Intra 1,3.52
342,-92.2221,13.4894,2020-04-09 09:48:17,2020-04-09-0947,G1,79.805,Intra 2,3.66
343,-91.5527,13.6439,2020-04-10 10:00:08,2020-04-10-1000,G1,7.3437,Superficial,3.21
344,-91.7652,14.0973,2020-04-11 04:55:14,2020-04-11-0455,G1,11.9886,Superficial,3.16
345,-91.1214,13.574,2020-04-11 18:57:08,2020-04-11-1857,G1,5.0262,Superficial,3.92
346,-90.9316,13.6863,2020-04-12 00:15:33,2020-04-12-0015,G1,31.5053,Intra 1,3.07
347,-91.9489,13.9939,2020-04-13 01:00:29,2020-04-13-0100,G1,51.4217,Intra 1,2.97
348,-91.6722,13.9574,2020-04-14 02:46:23,2020-04-14-0246,G1,23.9638,Intra 1,3.35
349,-90.6831,13.3447,2020-04-14 19:20:53,2020-04-14-1920,G1,32.9972,Intra 1,3.51
350,-92.3599,13.6974,2020-04-15 12:07:16,2020-04-15-1207,G1,36.3114,Intra 1,4.25
351,-90.6023,13.521,2020-04-16 09:41:15,2020-04-16-0940,G1,19.1559,Intra 1,3.64
352,-91.753,14.0477,2020-04-18 10:51:08,2020-04-18-1050,G1,44.0936,Intra 1,3.28
353,-92.1742,13.785,2020-04-19 07:27:37,2020-04-19-0727,G1,56.7573,Intra 1,3.9
354,-91.3848,13.6015,2020-04-23 06:58:12,2020-04-23-0657,G1,11.4729,Superficial,4.49
355,-91.4446,13.7265,2020-04-23 07:01:16,2020-04-23-0701,G1,2.9722,Superficial,3.52
356,-91.4361,13.8371,2020-04-23 07:50:35,2020-04-23-0750,G1,27.8421,Intra 1,3.21
357,-91.4433,13.7301,2020-04-23 08:11:52,2020-04-23-0811,G1,10.6732,Superficial,3.34
358,-91.4636,13.662,2020-04-23 08:32:38,2020-04-23-0832,G1,10.2035,Superficial,3.8
359,-91.3701,13.6693,2020-04-23 16:00:23,2020-04-23-1600,G1,26.3022,Intra 1,3.59
360,-91.2965,13.6233,2020-04-23 20:50:09,2020-04-23-2050,G1,17.6578,Intra 1,3.92
361,-90.8,13.5717,2020-04-24 07:39:22,2020-04-24-0739,G1,56.3431,Intra 1,3.07
362,-91.3102,13.5409,2020-04-25 03:45:20,2020-04-25-0345,G1,9.1103,Superficial,3.86
363,-91.639,13.5026,2020-04-27 06:45:18,2020-04-27-0645,G1,47.4209,Intra 1,3.46
364,-90.8841,13.6311,2020-04-28 08:46:02,2020-04-28-0846,G1,50.1836,Intra 1,3.12
365,-91.4012,13.527,2020-04-28 10:38:29,2020-04-28-1038,G1,20.5941,Intra 1,3.46
366,-91.234,13.6546,2020-04-29 00:58:40,2020-04-28-2110,G1,17.8417,Intra 1,3.73
367,-91.1754,13.68,2020-04-29 01:06:05,2020-04-29-0058,G1,27.8573,Intra 1,2.41
368,-91.2793,13.5027,2020-04-29 17:11:23,2020-04-29-1001,G1,6.8619,Superficial,4.14
369,-90.241,12.8493,2019-02-14 10:55:07,2019-02-14-1054,S1,40.1767,Intra 1,4.12
370,-90.416,13.317,2019-03-16 19:44:51,2019-03-16-1944,S1,42.5131,Intra 1,3.77
371,-89.3679,12.9104,2019-03-20 22:32:44,2019-03-20-2230,S1,39.9991,Intra 1,4.71
372,-89.3466,12.2654,2019-03-26 12:01:47,2019-03-26-1201,S1,20.8978,Intra 1,5.75
373,-90.2935,13.3755,2019-04-02 20:49:02,2019-04-02-2048,S1,59.8626,Intra 1,4.7
374,-89.7559,13.1503,2019-04-05 09:08:16,2019-04-05-0908,S1,43.5904,Intra 1,4.83
375,-90.2517,12.7228,2019-04-07 09:58:33,2019-04-07-0958,S1,35.5839,Intra 1,3.56
376,-88.8803,12.4285,2019-04-08 22:25:39,2019-04-08-2225,S1,36.1961,Intra 1,5.45
377,-90.3608,12.8415,2019-04-12 07:55:10,2019-04-12-0755,S1,37.1613,Intra 1,4.52
378,-90.4762,12.9385,2019-05-01 08:03:32,2019-05-01-0803,S1,11.0971,Superficial,4.0
379,-90.1609,13.2397,2019-05-09 10:29:39,2019-05-09-1029,S1,15.7214,Intra 1,3.73
380,-89.9412,13.2543,2019-05-09 17:08:14,2019-05-09-1708,S1,21.0104,Intra 1,4.46
381,-89.932,13.1088,2019-05-11 02:00:58,2019-05-11-0201,S1,98.4279,Intra 2,4.32
382,-90.0825,13.1803,2019-05-11 05:34:36,2019-05-11-0534,S1,18.7093,Intra 1,4.11
383,-90.3274,13.3683,2019-05-14 11:49:14,2019-05-14-1149,S1,6.4464,Superficial,4.16
384,-89.6415,13.1339,2019-05-16 01:14:00,2019-05-16-0113,S1,27.0786,Intra 1,4.58
385,-89.191,12.143,2019-05-16 22:30:59,2019-05-16-2231,S1,40.7579,Intra 1,4.92
386,-90.3861,13.2455,2019-05-18 02:03:46,2019-05-18-0203,S1,6.7311,Superficial,4.09
387,-89.3501,12.9388,2019-05-30 09:03:28,2019-05-30-0903,S1,50.5898,Intra 1,6.88
388,-89.8295,13.113,2019-05-30 09:13:28,2019-05-30-0913,S1,6.662,Superficial,4.32
389,-89.4124,12.9249,2019-05-30 09:17:12,2019-05-30-0917,S1,40.4957,Intra 1,4.45
390,-89.4496,13.0748,2019-05-30 09:37:01,2019-05-30-0937,S1,42.8457,Intra 1,4.34
391,-89.5118,13.0826,2019-05-30 09:40:21,2019-05-30-0940,S1,35.4432,Intra 1,4.37
392,-89.3544,13.0945,2019-05-30 10:21:19,2019-05-30-1021,S1,42.0782,Intra 1,4.56
393,-89.4699,13.1297,2019-05-30 11:07:04,2019-05-30-1107,S1,35.0846,Intra 1,4.19
394,-89.6756,13.207,2019-05-30 17:46:09,2019-05-30-1746,S1,11.3533,Superficial,4.39
395,-89.5571,13.0268,2019-05-30 22:36:16,2019-05-30-2235,S1,40.0629,Intra 1,4.39
396,-89.5097,12.9959,2019-05-31 00:59:30,2019-05-31-0059,S1,35.032,Intra 1,3.31
397,-89.6613,13.1029,2019-05-31 05:46:04,2019-05-31-0546,S1,1.6027,Superficial,4.02
398,-89.5263,13.1087,2019-05-31 06:19:19,2019-05-31-0619,S1,70.817,Intra 2,3.84
399,-89.4662,12.9478,2019-05-31 07:32:21,2019-05-31-0732,S1,40.1112,Intra 1,3.6
400,-89.6709,13.149,2019-05-31 09:11:00,2019-05-31-0911,S1,69.179,Intra 2,3.59
401,-89.5133,13.0649,2019-05-31 09:31:31,2019-05-31-0931,S1,38.3617,Intra 1,3.86
402,-89.7108,13.034,2019-05-31 10:57:02,2019-05-31-1057,S1,61.5765,Intra 1,3.74
403,-89.4276,13.0184,2019-06-01 01:44:17,2019-06-01-0144,S1,39.2245,Intra 1,4.88
404,-89.5177,13.0481,2019-06-01 06:52:32,2019-06-01-0652,S1,52.5836,Intra 1,2.88
405,-89.5302,12.9715,2019-06-02 03:45:15,2019-06-02-0345,S1,47.9906,Intra 1,4.07
406,-89.5583,13.0504,2019-06-02 09:36:38,2019-06-02-0936,S1,58.4956,Intra 1,3.23
407,-89.4824,13.1156,2019-06-03 03:47:33,2019-06-03-0347,S1,60.9079,Intra 1,3.06
408,-89.3762,13.0368,2019-06-03 06:16:05,2019-06-03-0616,S1,50.1385,Intra 1,3.64
409,-89.5397,13.0606,2019-06-05 09:25:32,2019-06-05-0925,S1,21.914,Intra 1,3.68
410,-90.0386,13.132,2019-06-06 09:21:10,2019-06-06-0921,S1,44.0754,Intra 1,3.4
411,-88.9508,12.9428,2019-06-09 05:52:19,2019-06-09-0551,S1,51.7004,Intra 1,4.26
412,-89.5268,12.9144,2019-06-09 06:41:28,2019-06-09-0641,S1,67.7785,Intra 2,3.54
413,-89.5626,13.1028,2019-06-09 08:53:47,2019-06-09-0851,S1,65.8839,Intra 2,4.06
414,-88.6787,12.846,2019-06-10 09:12:15,2019-06-10-0911,S1,40.9948,Intra 1,5.76
415,-89.4661,13.1297,2019-06-14 07:40:22,2019-06-14-0740,S1,57.687,Intra 1,3.77
416,-89.897,13.1755,2019-06-17 14:08:00,2019-06-17-1408,S1,56.5635,Intra 1,3.7
417,-89.4363,12.9605,2019-06-20 22:52:50,2019-06-20-2252,S1,39.4646,Intra 1,3.91
418,-89.5006,13.0507,2019-06-23 06:25:52,2019-06-23-0625,S1,38.1295,Intra 1,3.93
419,-89.3176,13.0389,2019-07-01 00:04:35,2019-07-01-0004,S1,35.0027,Intra 1,3.8
420,-90.189,12.7958,2019-07-03 08:06:55,2019-07-03-0807,S1,24.2456,Intra 1,3.68
421,-89.4888,13.1462,2019-07-05 15:01:57,2019-07-05-1501,S1,41.725,Intra 1,3.32
422,-89.6726,12.8867,2019-07-08 12:27:24,2019-07-08-1227,S1,4.0882,Superficial,4.05
423,-89.4718,12.963,2019-07-09 00:18:07,2019-07-09-0018,S1,49.6543,Intra 1,4.06
424,-89.6348,13.2013,2019-07-10 04:17:16,2019-07-10-0417,S1,13.3204,Superficial,3.84
425,-89.5678,12.9689,2019-07-12 10:34:57,2019-07-12-1035,S1,35.9557,Intra 1,3.75
426,-89.5228,13.1096,2019-07-29 17:44:28,2019-07-29-1744,S1,40.0517,Intra 1,4.82
427,-89.5136,13.0979,2019-07-31 05:54:52,2019-07-31-0553,S1,40.0366,Intra 1,6.15
428,-90.2578,13.2425,2019-07-31 12:53:06,2019-07-31-1253,S1,26.1821,Intra 1,4.06
429,-90.2146,13.3249,2019-08-01 17:53:21,2019-08-01-1752,S1,54.313,Intra 1,3.63
430,-89.3642,13.1123,2019-08-02 07:01:02,2019-08-02-0701,S1,47.5217,Intra 1,3.49
431,-89.5423,13.1249,2019-08-09 17:03:59,2019-08-09-1704,S1,38.7778,Intra 1,4.88
432,-89.5595,13.1465,2019-08-11 21:13:01,2019-08-11-2112,S1,21.0443,Intra 1,2.96
433,-89.8037,13.199,2019-08-12 03:23:35,2019-08-12-0322,S1,18.9984,Intra 1,4.25
434,-89.5452,13.041,2019-08-15 08:06:38,2019-08-15-0806,S1,38.9685,Intra 1,3.24
435,-89.6727,13.11,2019-08-15 09:27:33,2019-08-15-0927,S1,39.6148,Intra 1,2.66
436,-90.3855,13.431,2019-08-17 08:25:31,2019-08-17-0824,S1,17.7675,Intra 1,2.71
437,-90.1021,13.1865,2019-08-17 15:44:28,2019-08-17-1544,S1,22.8442,Intra 1,3.52
438,-89.8431,12.8071,2019-08-26 09:00:13,2019-08-26-0900,S1,48.7825,Intra 1,3.54
439,-90.2125,12.982,2019-08-26 09:33:17,2019-08-26-0930,S1,56.9822,Intra 1,3.72
440,-89.2128,12.8925,2019-08-27 05:21:30,2019-08-27-0520,S1,35.3437,Intra 1,3.48
441,-88.8815,12.5136,2019-08-27 15:58:57,2019-08-27-1559,S1,19.0,Intra 1,4.98
442,-90.1602,13.1955,2019-08-28 16:36:33,2019-08-28-1636,S1,19.2653,Intra 1,3.75
443,-90.1122,13.243,2019-08-29 07:20:31,2019-08-29-0720,S1,15.3594,Intra 1,2.9
444,-90.1012,13.2544,2019-09-01 07:28:07,2019-09-01-0728,S1,14.6694,Superficial,3.38
445,-89.6121,13.1147,2019-09-01 22:55:49,2019-09-01-2255,S1,5.5711,Superficial,4.26
446,-89.2751,13.0531,2019-09-04 00:31:02,2019-09-04-0029,S1,18.2947,Intra 1,3.35
447,-89.5319,13.139,2019-09-05 11:32:34,2019-09-05-1132,S1,36.4111,Intra 1,2.99
448,-89.5806,13.134,2019-09-05 18:45:53,2019-09-05-1845,S1,37.8835,Intra 1,3.54
449,-88.9475,12.8606,2019-09-06 13:28:21,2019-09-06-1328,S1,34.7812,Intra 1,5.02
450,-90.3883,13.3402,2019-09-06 18:38:00,2019-09-06-1837,S1,26.5023,Intra 1,3.63
451,-88.866,12.9187,2019-09-10 14:16:45,2019-09-10-1416,S1,17.2211,Intra 1,5.13
452,-90.062,13.188,2019-09-10 15:28:22,2019-09-10-1528,S1,12.7533,Superficial,4.46
453,-90.0931,13.3096,2019-09-13 08:27:07,2019-09-13-0827,S1,22.1972,Intra 1,4.29
454,-89.5673,13.0843,2019-09-15 01:31:14,2019-09-15-0131,S1,49.9575,Intra 1,3.63
455,-90.2482,13.0564,2019-09-15 18:53:59,2019-09-15-1853,S1,1.047,Superficial,3.28
456,-89.6019,13.0922,2019-09-15 18:59:05,2019-09-15-1859,S1,19.8334,Intra 1,3.79
457,-89.4407,13.0634,2019-09-21 05:55:03,2019-09-21-0554,S1,40.5507,Intra 1,3.91
458,-88.4145,12.6381,2019-09-25 08:23:32,2019-09-25-0823,S1,41.8482,Intra 1,3.6
459,-89.9834,13.2473,2019-09-25 19:57:02,2019-09-25-1957,S1,24.5546,Intra 1,3.99
460,-88.6459,12.6265,2019-09-26 04:20:48,2019-09-26-0421,S1,22.8791,Intra 1,4.38
461,-90.0499,13.2283,2019-09-29 16:29:15,2019-09-29-1629,S1,10.7106,Superficial,3.67
462,-90.3452,12.7567,2019-09-29 20:59:59,2019-09-29-2058,S1,12.0811,Superficial,5.09
463,-90.44,13.0005,2019-09-29 23:09:02,2019-09-29-2307,S1,48.1507,Intra 1,3.86
464,-90.1763,12.8012,2019-09-30 00:03:44,2019-09-30-0003,S1,40.5734,Intra 1,3.33
465,-90.6066,12.6873,2019-09-30 01:03:53,2019-09-30-0101,S1,16.0,Intra 1,4.31
466,-90.2428,12.719,2019-09-30 07:54:20,2019-09-30-0754,S1,35.7969,Intra 1,3.48
467,-90.3863,12.8926,2019-09-30 11:30:38,2019-09-30-1130,S1,7.962,Superficial,3.46
468,-89.417,13.0517,2019-10-01 03:06:29,2019-10-01-0304,S1,35.3423,Intra 1,4.11
469,-89.6912,13.1184,2019-10-01 03:14:13,2019-10-01-0314,S1,2.7952,Superficial,4.01
470,-90.1189,13.2536,2019-10-02 02:04:37,2019-10-02-0204,S1,7.4957,Superficial,3.4
471,-89.5271,13.0945,2019-10-04 17:55:05,2019-10-04-1754,S1,42.4961,Intra 1,4.36
472,-90.358,13.017,2019-10-05 03:47:23,2019-10-05-0347,S1,40.1599,Intra 1,4.07
473,-90.4697,13.1872,2019-10-05 04:09:15,2019-10-05-0407,S1,6.7298,Superficial,3.44
474,-90.1198,13.2868,2019-10-06 05:41:41,2019-10-06-0541,S1,10.2058,Superficial,3.38
475,-89.715,13.0695,2019-10-06 15:20:02,2019-10-06-1519,S1,23.0,Intra 1,2.8
476,-89.7213,13.1861,2019-10-06 18:53:15,2019-10-06-1853,S1,8.7295,Superficial,4.03
477,-90.1635,13.1131,2019-10-07 20:48:54,2019-10-07-2048,S1,1.5119,Superficial,3.23
478,-89.5258,12.986,2019-10-09 00:56:19,2019-10-09-0056,S1,37.0971,Intra 1,4.28
479,-90.1615,13.2298,2019-10-10 09:27:50,2019-10-10-0927,S1,8.7975,Superficial,3.37
480,-89.944,12.9125,2019-10-10 22:05:32,2019-10-10-2203,S1,15.0,Intra 1,4.5
481,-89.8962,12.6918,2019-10-13 02:53:10,2019-10-13-0253,S1,21.2731,Intra 1,4.7
482,-89.7754,13.1303,2019-10-13 16:05:11,2019-10-13-1605,S1,3.8959,Superficial,3.89
483,-89.6583,13.1319,2019-10-14 10:13:43,2019-10-14-1013,S1,9.1692,Superficial,3.55
484,-89.5304,13.0871,2019-10-15 13:26:48,2019-10-15-1326,S1,56.4003,Intra 1,3.58
485,-90.3792,13.0211,2019-10-20 07:46:39,2019-10-20-0746,S1,60.9953,Intra 1,3.41
486,-90.4163,13.2064,2019-10-21 08:55:22,2019-10-21-0854,S1,32.4435,Intra 1,4.68
487,-90.2021,12.6401,2019-10-22 03:19:02,2019-10-22-0319,S1,29.2597,Intra 1,3.82
488,-89.6337,13.0542,2019-10-24 21:21:48,2019-10-24-2121,S1,16.2491,Intra 1,4.17
489,-88.3712,12.5885,2019-10-25 15:02:19,2019-10-25-1502,S1,31.8261,Intra 1,4.53
490,-90.1561,12.9851,2019-10-25 15:09:23,2019-10-25-1509,S1,12.4572,Superficial,4.27
491,-89.8127,12.7783,2019-10-27 14:17:14,2019-10-27-1417,S1,23.4855,Intra 1,4.58
492,-89.7294,13.136,2019-10-28 11:32:09,2019-10-28-1132,S1,6.9351,Superficial,4.04
493,-90.2473,12.8592,2019-10-30 08:38:21,2019-10-30-0838,S1,36.5604,Intra 1,3.58
494,-90.4001,13.3168,2019-10-30 14:17:20,2019-10-30-1417,S1,13.2076,Superficial,3.75
495,-88.5074,12.4592,2019-11-04 02:00:31,2019-11-04-0200,S1,21.3407,Intra 1,4.27
496,-89.9715,13.264,2019-11-04 08:24:55,2019-11-04-0824,S1,46.6324,Intra 1,2.66
497,-89.0193,12.9642,2019-11-07 13:16:11,2019-11-07-1316,S1,40.0735,Intra 1,4.23
498,-88.732,12.7493,2019-11-08 16:59:16,2019-11-08-1659,S1,46.8824,Intra 1,4.51
499,-90.6163,12.8331,2019-11-08 18:26:12,2019-11-08-1826,S1,9.0,Superficial,4.38
500,-90.2866,13.3737,2019-11-09 06:53:46,2019-11-09-0653,S1,41.8263,Intra 1,2.65
501,-88.6658,12.8564,2019-11-12 21:35:07,2019-11-12-2134,S1,35.9747,Intra 1,5.41
502,-89.1663,13.0001,2019-11-13 19:59:16,2019-11-13-1959,S1,39.4761,Intra 1,4.53
503,-90.1071,13.119,2019-11-14 03:41:31,2019-11-14-0341,S1,38.9432,Intra 1,3.03
504,-90.2108,13.3549,2019-11-16 16:22:46,2019-11-16-1622,S1,15.7748,Intra 1,4.11
505,-90.1122,13.272,2019-11-17 09:16:07,2019-11-17-0916,S1,7.469,Superficial,3.38
506,-89.1132,12.9795,2019-11-22 07:18:28,2019-11-22-0718,S1,28.716,Intra 1,4.02
507,-90.3774,12.7017,2019-11-26 08:50:34,2019-11-26-0850,S1,34.9278,Intra 1,2.88
508,-90.3131,13.0788,2019-11-28 21:10:51,2019-11-28-2110,S1,14.152,Superficial,4.09
509,-90.167,13.3457,2019-12-03 10:30:37,2019-12-03-1030,S1,24.2871,Intra 1,2.92
510,-88.8541,12.6766,2019-12-03 13:37:57,2019-12-03-1338,S1,16.9326,Intra 1,5.08
511,-88.3106,12.7476,2019-12-05 04:56:12,2019-12-05-0456,S1,19.2663,Intra 1,4.49
512,-89.6056,13.1206,2019-12-06 05:01:36,2019-12-06-0500,S1,44.3734,Intra 1,4.41
513,-89.5797,12.899,2019-12-07 11:52:23,2019-12-07-1152,S1,23.8822,Intra 1,4.13
514,-90.3924,13.3394,2019-12-08 09:29:51,2019-12-08-0929,S1,42.1655,Intra 1,3.64
515,-90.3275,13.1441,2019-12-10 09:24:08,2019-12-10-0924,S1,15.9837,Intra 1,3.43
516,-90.3267,13.3698,2019-12-11 01:20:43,2019-12-11-0120,S1,35.7079,Intra 1,3.15
517,-90.3464,12.823,2019-12-13 13:40:04,2019-12-13-1340,S1,41.0112,Intra 1,4.15
518,-90.4918,12.8767,2019-12-14 05:22:01,2019-12-14-0522,S1,39.8256,Intra 1,4.05
519,-90.4602,12.9409,2019-12-14 07:27:01,2019-12-14-0727,S1,16.1602,Intra 1,4.53
520,-90.4144,13.274,2019-12-15 02:42:57,2019-12-15-0242,S1,15.0243,Intra 1,3.14
